LicenseNumber,LicenseType,LicenseTypeSubCategory,LicenseCategoryNumber,LicenseStatus,BusinessName,DoingBusinessAs,LocationStreetAddress,LocationCity,LocationState,LocationZip,LocationCounty,Geo,Full Address,ZCTA5,GEOID,votes_dem,votes_rep,pct_dem_lead
22010850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY # 6185,,1100 HILL ROAD  NORTH,PICKERINGTON,OH,43147,Fairfield,"(39.9105969, -82.7781105)","1100 HILL ROAD  NORTH, PICKERINGTON, OH 43147",43147,39045-PICKERINGTON CITY J,357,308,7.3
21632650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #00396,,200 E. BROADWAY,GRANVILLE,OH,43023,Licking,"(40.0682397, -82.5181609)","200 E. BROADWAY, GRANVILLE, OH 43023",43023,39089-GRANVILLE VLG C,685,156,61.7
22354300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #10209,,3761 Massillon Rd,Uniontown,OH,44685-7730,Summit,"(40.9595236, -81.4645061)","3761 Massillon Rd, Uniontown, OH 44685-7730",44685,39153-GREEN 2-B,325,445,-15.4
22348950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #10246,,4121 MONROE STREET,TOLEDO,OH,43606,Lucas,"(41.6799827, -83.6041071)","4121 MONROE STREET, TOLEDO, OH 43606",43606,39095-TOLEDO 12A,424,196,36
22351700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #10248,,212 E. WOOSTER STREET,BOWLING GREEN,OH,43402,Wood,"(41.3744348, -83.6481871)","212 E. WOOSTER STREET, BOWLING GREEN, OH 43402",43402,39173-BOWLING GREEN 3-B,177,54,52.1
22444450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #10372,,2210 TUSCARAWAS ST. W,CANTON,OH,44708,Stark,"(40.7991974, -81.3982328)","2210 TUSCARAWAS ST. W, CANTON, OH 44708",44706,39151-CANTON CITY 5-D,295,262,5.8
22444400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #10457,,7510 SYLVANIA AVENUE,SYLVANIA,OH,43560,Lucas,"(41.6890358, -83.7239814)","7510 SYLVANIA AVENUE, SYLVANIA, OH 43560",43560,39095-SYLVANIA CITY 02,546,360,20.2
22794950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #10893,,5812 RIDGE ROAD,PARMA,OH,44129,Cuyahoga,"(41.4043705, -81.7351985)","5812 RIDGE ROAD, PARMA, OH 44129",44129,39035-PARMA 2-E,429,446,-1.9
22801650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #11155,,2104 S. BYRNE ROAD,TOLEDO,OH,43614,Lucas,"(41.6016579, -83.6262381)","2104 S. BYRNE ROAD, TOLEDO, OH 43614",43614,39095-TOLEDO 07G,435,399,4.3
22833400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #11213,,126 N. MAIN STREET,BLUFFTON,OH,45817,Allen,"(40.8938049, -83.89072499999999)","126 N. MAIN STREET, BLUFFTON, OH 45817",45817,39003-BLUFFTON VLG C (0070),211,399,-30.2
21627350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #1223,,3575 BROADWAY,GROVE CITY,OH,43123,Franklin,"(39.8907177, -83.08693)","3575 BROADWAY, GROVE CITY, OH 43123",43123,39049-GROVE CITY 1-C,216,388,-28.2
22570300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #16443,,1717 OLENTANGY RIVER ROAD,COLUMBUS,OH,43212,Franklin,"(39.9937742, -83.02757799999999)","1717 OLENTANGY RIVER ROAD, COLUMBUS, OH 43212",43212,39049-CLINTON C,329,108,49.3
22570750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #16590,,1485 POLARIS PKWY,COLUMBUS,OH,43240,Delaware,"(40.138228, -82.97898219999999)","1485 POLARIS PKWY, COLUMBUS, OH 43240",43240,39041-COLUMBUS CITY G,553,283,31.9
22571550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #17094,,55 GRACELAND BLVD,COLUMBUS,OH,43214,Franklin,"(40.0650489, -83.0209098)","55 GRACELAND BLVD, COLUMBUS, OH 43214",43214,39049-COLUMBUS 21-C,606,164,56.2
22571700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #17136,,1980 LINCOLN WAY E,MASSILLON,OH,44646,Stark,"(40.8012071, -81.4975731)","1980 LINCOLN WAY E, MASSILLON, OH 44646",44646,39151-MASSILLON 3-C,247,287,-7.3
22572300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #17158,,4144 BUCKEYE PKWY,GROVE CITY,OH,43123,Franklin,"(39.8767266, -83.0366411)","4144 BUCKEYE PKWY, GROVE CITY, OH 43123",43123,39049-GROVE CITY 4-C,380,493,-12.7
22572200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #17422,,1970 HILLIARD ROME ROAD,HILLIARD,OH,43026,Franklin,"(39.9911233, -83.1489862)","1970 HILLIARD ROME ROAD, HILLIARD, OH 43026",43026,39049-COLUMBUS 76-G,376,225,24.6
22014750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #1756,,8467 EAST MAIN STREET,REYNOLDSBURG,OH,43068,Licking,"(39.9552856, -82.7723974)","8467 EAST MAIN STREET, REYNOLDSBURG, OH 43068",43068,39089-REYNOLDSBURG 3-B,517,317,23.6
22120950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #2063,,"7292 FULTON DRIVE, N.W.",CANTON,OH,44718,Stark,"(40.8599042, -81.4844719)","7292 FULTON DRIVE, N.W., CANTON, OH 44718",44718,39151-JACKSON 31,302,479,-22.4
22015500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #2342,,7217 CINCINNATI -DAYTON ROAD,WEST CHESTER,OH,45069,Butler,"(39.3697315, -84.3862506)","7217 CINCINNATI -DAYTON ROAD, WEST CHESTER, OH 45069",45069,39017-WEST CHESTER TWP 09,260,304,-7.6
22023850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #2345,,513 EAST MONROE STREET,SANDUSKY,OH,44870,Erie,"(41.4529176, -82.70162789999999)","513 EAST MONROE STREET, SANDUSKY, OH 44870",44870,39043-SANDUSKY G,481,276,26.6
22014850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #2381,,9151 S Old State Rd,Lewis Center,OH,43035-9496,Delaware,"(40.1497815, -82.9971862)","9151 S Old State Rd, Lewis Center, OH 43035-9496",43240,39041-COLUMBUS CITY B,550,344,22.5
22129950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #2385,,1339 NORTH MAIN STREET,NORTH CANTON,OH,44720,Stark,"(40.8901433, -81.40646029999999)","1339 NORTH MAIN STREET, NORTH CANTON, OH 44720",44720,39151-NORTH CANTON 1-A,278,308,-5
22014900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #2394,,1013 WASHINGTON BLVD,BELPRE,OH,45714,Washington,"(39.273459, -81.5816205)","1013 WASHINGTON BLVD, BELPRE, OH 45714",45714,39167-BELPRE 1A,213,534,-42.2
22014950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #2405,,955 NORTH 21ST STREET,NEWARK,OH,43055,Licking,"(40.0742149, -82.42924909999999)","955 NORTH 21ST STREET, NEWARK, OH 43055",43055,39089-NEWARK 5-C,285,476,-24.9
22015000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #2469,,625 DOVER CENTER ROAD,BAY VILLAGE,OH,44140,Cuyahoga,"(41.4776897, -81.920498)","625 DOVER CENTER ROAD, BAY VILLAGE, OH 44140",44140,39035-BAY VLG 2-B,437,244,28.1
22015050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #2486,,1331 YOUNGSTOWN-WARREN ROAD,NILES,OH,44446,Trumbull,"(41.2055312, -80.7396342)","1331 YOUNGSTOWN-WARREN ROAD, NILES, OH 44446",44446,39155-NILES CITY 2A,460,368,11
22014250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #2518,,2160 NORTH HIGH STREET,COLUMBUS,OH,43201,Franklin,"(40.0063444, -83.00899419999999)","2160 NORTH HIGH STREET, COLUMBUS, OH 43201",43201,39049-COLUMBUS 16-E,472,72,71.9
22014300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #2528,,2801 FAR HILLS AVENUE,OAKWOOD,OH,45419,Montgomery,"(39.7054857, -84.1709288)","2801 FAR HILLS AVENUE, OAKWOOD, OH 45419",45419,39113-OAKWOOD G,602,476,11.6
22014350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #2540,,4961 ROBERTS ROAD,HILLIARD,OH,43026,Franklin,"(40.002617, -83.1395033)","4961 ROBERTS ROAD, HILLIARD, OH 43026",43026,39049-COLUMBUS 76-F,595,384,21
22014400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #2543,,601 EAST MAIN STREET,CANFIELD,OH,44406,Mahoning,"(41.0241779, -80.7413148)","601 EAST MAIN STREET, CANFIELD, OH 44406",44406,39099-CANFIELD CITY 02,274,396,-17.9
22014450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #2587,,27713 LORAIN ROAD,NORTH OLMSTED,OH,44070,Cuyahoga,"(41.4124569, -81.9289032)","27713 LORAIN ROAD, NORTH OLMSTED, OH 44070",44070,39035-NORTH OLMSTED 3-E,486,527,-4
22014500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #2588,,36008 DETROIT AVENUE,AVON,OH,44011,Lorain,"(41.460151, -82.0203143)","36008 DETROIT AVENUE, AVON, OH 44011",44011,39093-AVON CITY 2-C,499,379,13.5
22014550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #2677,,175 WEST MAIN STREET,NEW ALBANY,OH,43054,Franklin,"(40.0798622, -82.8132004)","175 WEST MAIN STREET, NEW ALBANY, OH 43054",43054,39049-NEW ALBANY C,532,538,-0.6
22014600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #2715,,17 WILLIAM H. TAFT ROAD,CINCINNATI,OH,45219,Hamilton,"(39.12761039999999, -84.51087179999999)","17 WILLIAM H. TAFT ROAD, CINCINNATI, OH 45219",45219,39061-CINCINNATI 12-E,545,119,62.7
22014650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #2735,,4280 MORSE ROAD,COLUMBUS,OH,43230,Franklin,"(40.0570086, -82.88706520000001)","4280 MORSE ROAD, COLUMBUS, OH 43230",43230,39049-COLUMBUS 62-C,664,245,45.5
22014700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #2764,,7314 MONTGOMERY ROAD,CINCINNATI,OH,45236,Hamilton,"(39.193186, -84.39961939999999)","7314 MONTGOMERY ROAD, CINCINNATI, OH 45236",45236,39061-SILVERTON C,704,208,53.5
22018350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #2840,,5525 PARKSIDE DRIVE,MASON,OH,45040,Warren,"(39.3581807, -84.28093679999999)","5525 PARKSIDE DRIVE, MASON, OH 45040",45040,39165-MASON CITY M,251,347,-15.8
21319750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #2964,,6632 S. STATE ROUTE 48,MAINEVILLE,OH,45039,Warren,"(39.338657, -84.2187831)","6632 S. STATE ROUTE 48, MAINEVILLE, OH 45039",45039,39165-HAMILTON TWP H,234,575,-41.4
20134000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3028,,14372 SNOW ROAD,BROOKPARK,OH,44142,Cuyahoga,"(41.4055822, -81.7942856)","14372 SNOW ROAD, BROOKPARK, OH 44142",44142,39035-BROOK PARK 3-A,363,352,1.5
20124650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3032,,4961 MONTICELLO BLVD,RICHMOND HEIGHTS,OH,44143,Cuyahoga,"(41.5392711, -81.4983396)","4961 MONTICELLO BLVD, RICHMOND HEIGHTS, OH 44143",44143,39035-RICHMOND HEIGHTS 3-C,328,114,47.9
20093800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3035,,212 WEST BAGLEY ROAD,BEREA,OH,44017,Cuyahoga,"(41.3735844, -81.86106459999999)","212 WEST BAGLEY ROAD, BEREA, OH 44017",44017,39035-BEREA 1-A,390,232,24.8
20129350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3041,,235 EAST CUYAHOGA FALLS AVENUE,AKRON,OH,44310,Summit,"(41.1090221, -81.5086281)","235 EAST CUYAHOGA FALLS AVENUE, AKRON, OH 44310",44310,39153-AKRON 02-B,305,184,24.2
20393200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3044,,134 YOUNGSTOWN-HUBBARD RD,HUBBARD,OH,44425,Trumbull,"(41.1560302, -80.5856931)","134 YOUNGSTOWN-HUBBARD RD, HUBBARD, OH 44425",44425,39155-HUBBARD CITY 2C,305,387,-11.7
21038300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3080,,4996 BRANDT PIKE,HUBER HEIGHTS,OH,45424,Montgomery,"(39.8249639, -84.12191170000001)","4996 BRANDT PIKE, HUBER HEIGHTS, OH 45424",45424,39113-HUBER HEIGHTS 5-B,475,533,-5.7
22018100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3092,,1410 CLEVELAND-MASSILLON ROAD,COPLEY,OH,44321,Summit,"(41.0996403, -81.6452905)","1410 CLEVELAND-MASSILLON ROAD, COPLEY, OH 44321",44321,39153-COPLEY TWP J,444,466,-2.4
20806350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3169,,170 EAST MAIN STREET,GENEVA,OH,44041,Ashtabula,"(41.80594019999999, -80.94448919999999)","170 EAST MAIN STREET, GENEVA, OH 44041",44041,39007-GENEVA 5,109,138,-11.3
21050550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3174,,1370 WEST MAIN STREET,NEWARK,OH,43055,Licking,"(40.0468149, -82.4526382)","1370 WEST MAIN STREET, NEWARK, OH 43055",43055,39089-NEWARK 3-A,478,702,-18.7
20828950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3183,,116 AINSWORTH STREET,LODI,OH,44254,Medina,"(41.032509, -82.01282619999999)","116 AINSWORTH STREET, LODI, OH 44254",44254,39103-LODI VLG A,142,372,-44.4
20983100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3238,,1500 LOCKBOURNE ROAD,COLUMBUS,OH,43206,Franklin,"(39.9350668, -82.96384979999999)","1500 LOCKBOURNE ROAD, COLUMBUS, OH 43206",43206,39049-COLUMBUS 35-D,483,60,77.3
20930450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3246,,4840 GLENWAY AVENUE,CINCINNATI,OH,45238,Hamilton,"(39.1178434, -84.59810139999999)","4840 GLENWAY AVENUE, CINCINNATI, OH 45238",45238,39061-CINCINNATI 25-G,257,129,32.6
20115950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3301,,28100 CHAGRIN BLVD,WOODMERE,OH,44122,Cuyahoga,"(41.4618233, -81.47979579999999)","28100 CHAGRIN BLVD, WOODMERE, OH 44122",44122,39035-WOODMERE A,307,41,75.4
20110650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3302,,7230 MARKET STREET,BOARDMAN,OH,44512,Mahoning,"(41.0250572, -80.6634764)","7230 MARKET STREET, BOARDMAN, OH 44512",44512,39099-BOARDMAN 18,448,380,8.1
20100750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3304,,"3933 PARKMAN ROAD, N.W.",WARREN,OH,44481,Trumbull,"(41.2584572, -80.86748539999999)","3933 PARKMAN ROAD, N.W., WARREN, OH 44481",44481,39155-WARREN TWP F,123,248,-33.3
20089150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3306,,1949 W. MARKET STREET,AKRON,OH,44313,Summit,"(41.1138592, -81.5778922)","1949 W. MARKET STREET, AKRON, OH 44313",44313,39153-AKRON 08-I,623,200,50.5
20110300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3312,,703 W. ERVIN STREET,VAN WERT,OH,45891,Van Wert,"(40.859292, -84.5931677)","703 W. ERVIN STREET, VAN WERT, OH 45891",45891,39161-VAN WERT 3C,114,365,-50.9
20114800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3317,,296 CENTER STREET,CHARDON,OH,44024,Geauga,"(41.5839179, -81.2118606)","296 CENTER STREET, CHARDON, OH 44024",44024,39055-CHARDON CITY A,317,434,-15.4
20088750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3320,,426 ROBINSON AVENUE,BARBERTON,OH,44203,Summit,"(41.0099662, -81.5906179)","426 ROBINSON AVENUE, BARBERTON, OH 44203",44203,39153-BARBERTON 2-C,267,298,-5.4
20129150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3321,,2284 BACK ORRVILLE ROAD,WOOSTER,OH,44691,Wayne,"(40.8291326, -81.9078002)","2284 BACK ORRVILLE ROAD, WOOSTER, OH 44691",44691,39169-WOOSTER CITY 3-A,414,428,-1.6
20143850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3322,,2007 BROOKPARK ROAD,CLEVELAND,OH,44109,Cuyahoga,"(41.4188561, -81.69410850000001)","2007 BROOKPARK ROAD, CLEVELAND, OH 44109",44134,39035-PARMA 4-B,335,411,-10
20140500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3326,,9040 MENTOR AVENUE,MENTOR,OH,44060,Lake,"(41.67518580000001, -81.3158107)","9040 MENTOR AVENUE, MENTOR, OH 44060",44060,39085-MENTOR CITY 1E,390,456,-7.8
20114700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3329,,11706 CLIFTON BLVD.,LAKEWOOD,OH,44107,Cuyahoga,"(41.488139, -81.76935979999999)","11706 CLIFTON BLVD., LAKEWOOD, OH 44107",44107,39035-LAKEWOOD 4-C,445,98,62.6
20131150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3332,,14000 RIDGE ROAD,NORTH ROYALTON,OH,44133,Cuyahoga,"(41.31324439999999, -81.7353491)","14000 RIDGE ROAD, NORTH ROYALTON, OH 44133",44133,39035-NORTH ROYALTON 5-B,311,445,-17.5
20158500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3333,,3171 WEST BLVD.,CLEVELAND,OH,44111,Cuyahoga,"(41.4661877, -81.7539996)","3171 WEST BLVD., CLEVELAND, OH 44111",44111,39035-CLEVELAND 11-I,303,145,34.3
20114300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3334,,7259 PEARL ROAD,MIDDLEBURG HEIGHTS,OH,44130,Cuyahoga,"(41.3675511, -81.8037652)","7259 PEARL ROAD, MIDDLEBURG HEIGHTS, OH 44130",44130,39035-MIDDLEBURG HEIGHTS 2-A,403,410,-0.8
20146950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3338,,22001 LAKESHORE BLVD,EUCLID,OH,44123,Cuyahoga,"(41.6096742, -81.5278386)","22001 LAKESHORE BLVD, EUCLID, OH 44123",44123,39035-EUCLID 5-A,469,126,57.2
20171650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3339,,23351 LORAIN ROAD,NORTH OLMSTED,OH,44070,Cuyahoga,"(41.4341116, -81.8795416)","23351 LORAIN ROAD, NORTH OLMSTED, OH 44070",44070,39035-NORTH OLMSTED 2-B,445,358,10.7
20114600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3340,,15501 DETROIT AVENUE,LAKEWOOD,OH,44107,Cuyahoga,"(41.4849042, -81.80526449999999)","15501 DETROIT AVENUE, LAKEWOOD, OH 44107",44107,39035-LAKEWOOD 2-F,655,229,47.2
20174100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3343,,1491 SOM CENTER ROAD,MAYFIELD HEIGHTS,OH,44124,Cuyahoga,"(41.5205428, -81.437255)","1491 SOM CENTER ROAD, MAYFIELD HEIGHTS, OH 44124",44124,39035-MAYFIELD HEIGHTS G,586,164,56.1
20114650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3346,,17120 CHAGRIN BLVD.,SHAKER HEIGHTS,OH,44120,Cuyahoga,"(41.4642765, -81.5593856)","17120 CHAGRIN BLVD., SHAKER HEIGHTS, OH 44120",44120,39035-SHAKER HEIGHTS H,805,34,91.1
20118150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3347,,13956 CEDAR ROAD,UNIVERSITY HEIGHTS,OH,44118,Cuyahoga,"(41.5009608, -81.53774539999999)","13956 CEDAR ROAD, UNIVERSITY HEIGHTS, OH 44118",44118,39035-UNIVERSITY HEIGHTS B,669,80,77.5
20161800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3353,,3230 OBERLIN AVENUE,LORAIN,OH,44053,Lorain,"(41.441238, -82.1858934)","3230 OBERLIN AVENUE, LORAIN, OH 44053",44053,39093-LORAIN CITY 3-E,475,247,31
20114000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3355,,4195 S Cleveland Massillon Rd,Norton,OH,44203-5746,Summit,"(41.0242182, -81.6377138)","4195 S Cleveland Massillon Rd, Norton, OH 44203-5746",44203,39153-NORTON 3-B,195,314,-23.1
20127950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3356,,265 EAST ERIE STREET,PAINESVILLE,OH,44077-3458,Lake,"(41.7292459, -81.243955)","265 EAST ERIE STREET, PAINESVILLE, OH 44077-3458",44077,39085-PAINESVILLE CITY 2A,431,312,15.6
20114150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3358,,318 EAST MAIN STREET,RAVENNA,OH,44266,Portage,"(41.1570938, -81.23874599999999)","318 EAST MAIN STREET, RAVENNA, OH 44266",44266,39133-RAVENNA 4-A,188,172,4.3
20114100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3359,,33840 AURORA ROAD,SOLON,OH,44139,Cuyahoga,"(41.3847558, -81.4381591)","33840 AURORA ROAD, SOLON, OH 44139",44139,39035-SOLON 6-A,731,302,41.2
20113950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3360,,3352 KENT ROAD,STOW,OH,44224,Summit,"(41.1588868, -81.4408923)","3352 KENT ROAD, STOW, OH 44224",44224,39153-STOW 1-A,410,317,12.6
20123400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3362,,1819 EAST PROSPECT ROAD,ASHTABULA,OH,44004,Ashtabula,"(41.8751393, -80.77305179999999)","1819 EAST PROSPECT ROAD, ASHTABULA, OH 44004",44004,39007-ASHTABULA TWP 4,275,279,-0.7
20729000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3364,,111 WEST CHERRY STREET,SUNBURY,OH,43074,Delaware,"(40.2446489, -82.8646538)","111 WEST CHERRY STREET, SUNBURY, OH 43074",43074,39041-SUNBURY B,358,609,-25.4
20130050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3376,,35000 CENTER RIDGE ROAD,NORTH RIDGEVILLE,OH,44039,Lorain,"(41.3945593, -82.0059768)","35000 CENTER RIDGE ROAD, NORTH RIDGEVILLE, OH 44039",44039,39093-N RIDGEVILLE 2-A,394,428,-4
20122650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3377,,1112 PEARL ROAD,BRUNSWICK,OH,44212,Medina,"(41.2452085, -81.8420348)","1112 PEARL ROAD, BRUNSWICK, OH 44212",44212,39103-BRUNSWICK CITY 4-D,289,368,-11.8
21591850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3381,,3883 PARK MILL RUN DRIVE,HILLIARD,OH,43026,Franklin,"(40.0324706, -83.1171119)","3883 PARK MILL RUN DRIVE, HILLIARD, OH 43026",43026,39049-HILLIARD 3-D,453,432,2.3
20926900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #3393,,118 W. GARFIELD ROAD,AURORA,OH,44202,Portage,"(41.3179484, -81.3493694)","118 W. GARFIELD ROAD, AURORA, OH 44202",44202,39133-AURORA 2-A,406,447,-4.8
