LicenseNumber,LicenseType,LicenseTypeSubCategory,LicenseCategoryNumber,LicenseStatus,LicenseSubStatus,BusinessName,DoingBusinessAs,LocationStreetAddress,LocationCity,LocationState,LocationZip,LocationCounty,Geo,Full Address
20714900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3230,Rite Aid #3230,710 NORTH MAIN STREET,CLYDE,OH,43410,Sandusky,"(41.3091467, -82.9742948)","710 NORTH MAIN STREET, CLYDE, OH 43410"
20763750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3486,Rite Aid #3486,11702 LORAIN AVENUE,CLEVELAND,OH,44111,Cuyahoga,"(41.4624742, -81.7695591)","11702 LORAIN AVENUE, CLEVELAND, OH 44111"
21135500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3580,Rite Aid #3580,3710 SHAWNEE ROAD,LIMA,OH,458061619,Allen,"(40.6859461, -84.1517356)","3710 SHAWNEE ROAD, LIMA, OH 458061619"
21797150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #4010,Rite Aid #4010,355 EAST MAIN STREET,LEXINGTON,OH,44904,Richland,"(40.6815313, -82.57027339999999)","355 EAST MAIN STREET, LEXINGTON, OH 44904"
21924400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #4071,Rite Aid #4071,475 E. 185TH STREET,EUCLID,OH,44119,Cuyahoga,"(41.5944301, -81.5492993)","475 E. 185TH STREET, EUCLID, OH 44119"
21099350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #4764,Rite Aid #4764,8085 BROADVIEW ROAD,BROADVIEW HEIGHTS,OH,44147,Cuyahoga,"(41.3457866, -81.68362730000001)","8085 BROADVIEW ROAD, BROADVIEW HEIGHTS, OH 44147"
21037600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #4811,Rite Aid #4811,780 HIGH STREET,WADSWORTH,OH,44281,Medina,"(41.0444804, -81.72967910000001)","780 HIGH STREET, WADSWORTH, OH 44281"
21051450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #4814,Rite Aid #4814,222 SOUTH MAIN STREET,ORRVILLE,OH,44667,Wayne,"(40.8390084, -81.7637238)","222 SOUTH MAIN STREET, ORRVILLE, OH 44667"
21062800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #4825,Rite Aid #4825,1158 WILMINGTON AVENUE,DAYTON,OH,45420,Montgomery,"(39.7246031, -84.1518955)","1158 WILMINGTON AVENUE, DAYTON, OH 45420"
21070050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #4947,Rite Aid #4947,100 SOUTH LEAVITT ROAD,AMHERST,OH,440011780,Lorain,"(41.4050944, -82.2099387)","100 SOUTH LEAVITT ROAD, AMHERST, OH 440011780"
21100850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #4953,Rite Aid #4953,3871 CENTER ROAD,BRUNSWICK,OH,44212,Medina,"(41.2387535, -81.8252541)","3871 CENTER ROAD, BRUNSWICK, OH 44212"
21100900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #4975,Rite Aid #4975,27175 CENTER RIDGE ROAD,WESTLAKE,OH,441454024,Cuyahoga,"(41.448738, -81.92164269999999)","27175 CENTER RIDGE ROAD, WESTLAKE, OH 441454024"
21848400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #6678,Rite Aid #6678,801 DIXIE HIGHWAY,ROSSFORD,OH,43460,Wood,"(41.6076917, -83.561213)","801 DIXIE HIGHWAY, ROSSFORD, OH 43460"
21848350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #6679,Rite Aid #6679,105 GOLDEN GATE PLAZA,MAUMEE,OH,43537,Lucas,"(41.56167809999999, -83.66677039999999)","105 GOLDEN GATE PLAZA, MAUMEE, OH 43537"
21848250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #6681,Rite Aid #6681,5890 MONROE STREET,SYLVANIA,OH,43560,Lucas,"(41.71495549999999, -83.68054959999999)","5890 MONROE STREET, SYLVANIA, OH 43560"
20590400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #713,Rite Aid #713,5001 MAHONING AVENUE,WARREN,OH,444831407,Trumbull,"(41.2919272, -80.8485982)","5001 MAHONING AVENUE, WARREN, OH 444831407"
21601500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #7844,Rite Aid #7844,610 S. MAIN STREET,ADA,OH,458101503,Hardin,"(40.7647012, -83.8226682)","610 S. MAIN STREET, ADA, OH 458101503"
21773600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #7945,Rite Aid #7945,3362 NAVARRE AVENUE,OREGON,OH,436163314,Lucas,"(41.636453, -83.4680297)","3362 NAVARRE AVENUE, OREGON, OH 436163314"
21758250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #7946,Rite Aid #7946,8310 SYLVANIA METAMORA ROAD,SYLVANIA,OH,435604928,Lucas,"(41.7176443, -83.7448498)","8310 SYLVANIA METAMORA ROAD, SYLVANIA, OH 435604928"
20094100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #911,Rite Aid #911,5498 MAHONING AVENUE,YOUNGSTOWN,OH,44515,Mahoning,"(41.1001528, -80.7632896)","5498 MAHONING AVENUE, YOUNGSTOWN, OH 44515"
20187800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #1282,Rite Aid #1282,11 MANSFIELD AVENUE,SHELBY,OH,44875,Richland,"(40.8810322, -82.6556865)","11 MANSFIELD AVENUE, SHELBY, OH 44875"
20187850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #1283,Rite Aid #1283,207 NORTH COURT STREET,MEDINA,OH,44256,Medina,"(41.1410847, -81.8645968)","207 NORTH COURT STREET, MEDINA, OH 44256"
20355900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #1347,Rite Aid #1347,155 NORTH MAIN STREET,RITTMAN,OH,44270,Wayne,"(40.9771267, -81.7818277)","155 NORTH MAIN STREET, RITTMAN, OH 44270"
20366950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #1379,Rite Aid #1379,301 GREENE STREET,MARIETTA,OH,45750,Washington,"(39.4129758, -81.44931389999999)","301 GREENE STREET, MARIETTA, OH 45750"
20162600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #142,Rite Aid #142,421 NORTH HIGH STREET,HILLSBORO,OH,451331132,Highland,"(39.2071216, -83.61089659999999)","421 NORTH HIGH STREET, HILLSBORO, OH 451331132"
20438400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #1659,Rite Aid #1659,437 NORTH WOLF CREEK STREET,BROOKVILLE,OH,45309,Montgomery,"(39.8396757, -84.42293749999999)","437 NORTH WOLF CREEK STREET, BROOKVILLE, OH 45309"
20472850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #1793,Rite Aid #1793,651 LINCOLN AVE.,CADIZ,OH,43907,Harrison,"(40.2823293, -81.00083359999999)","651 LINCOLN AVE., CADIZ, OH 43907"
20466250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #1803,Rite Aid #1803,10764 NORTH STREET,GARRETTSVILLE,OH,442311016,Portage,"(41.2858109, -81.0980921)","10764 NORTH STREET, GARRETTSVILLE, OH 442311016"
20166400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #193,Rite Aid #193,147 WEST LIBERTY STREET,HUBBARD,OH,444251709,Trumbull,"(41.1559794, -80.5718768)","147 WEST LIBERTY STREET, HUBBARD, OH 444251709"
20583350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2303,Rite Aid #2303,101 W. MAIN STREET,ENON,OH,453231233,Clark,"(39.8774671, -83.937657)","101 W. MAIN STREET, ENON, OH 453231233"
20583450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2305,Rite Aid #2305,120 WEST MAIN STREET P.O. BOX 89,RUSSELLS POINT,OH,43348,Logan,"(39.7454744, -84.404419)","120 WEST MAIN STREET P.O. BOX 89, RUSSELLS POINT, OH 43348"
20088350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2309,Rite Aid 2309,1012 WEST SYLVANIA AVENUE,TOLEDO,OH,43612,Lucas,"(41.6931268, -83.5659292)","1012 WEST SYLVANIA AVENUE, TOLEDO, OH 43612"
20158050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2310,Rite Aid #2310,210 MAIN STREET,TOLEDO,OH,43605,Lucas,"(41.6466956, -83.5223044)","210 MAIN STREET, TOLEDO, OH 43605"
20156700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2313,Rite Aid #2313,1111 SCOTT STREET,NAPOLEON,OH,43545,Henry,"(41.3961994, -84.1322174)","1111 SCOTT STREET, NAPOLEON, OH 43545"
20088550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2316,Rite Aid #2316,3325 WEST CENTRAL AVENUE,TOLEDO,OH,436061406,Lucas,"(41.6768297, -83.6245184)","3325 WEST CENTRAL AVENUE, TOLEDO, OH 436061406"
20140050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2317,Rite Aid #2317,3013 MONROE ST,TOLEDO,OH,43606,Lucas,"(41.6644099, -83.57108889999999)","3013 MONROE ST, TOLEDO, OH 43606"
20130900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2331,Rite Aid #2331,4869 N. SUMMIT ST.,TOLEDO,OH,436112854,Lucas,"(41.7114466, -83.4796648)","4869 N. SUMMIT ST., TOLEDO, OH 436112854"
20142900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2339,Rite Aid #2339,5033 SUDER AVENUE,TOLEDO,OH,43611,Lucas,"(41.7114668, -83.5006473)","5033 SUDER AVENUE, TOLEDO, OH 43611"
20162000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2346,Rite Aid #2346,810 EAST MANHATTAN BLVD.,TOLEDO,OH,43608,Lucas,"(41.6864772, -83.5261637)","810 EAST MANHATTAN BLVD., TOLEDO, OH 43608"
20159150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2347,Rite Aid #2347,1221 W HIGH ST,BRYAN,OH,43506,Williams,"(41.4739604, -84.5696315)","1221 W HIGH ST, BRYAN, OH 43506"
20159300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2348,Rite Aid #2348,1496 N. SHOOP AVENUE,WAUSEON,OH,435671825,Fulton,"(41.57295329999999, -84.133608)","1496 N. SHOOP AVENUE, WAUSEON, OH 435671825"
20170100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2352,Rite Aid #2352,1816 EAST SECOND STREET,DEFIANCE,OH,43512,Defiance,"(41.2833431, -84.3319507)","1816 EAST SECOND STREET, DEFIANCE, OH 43512"
20172750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2353,Rite Aid #2353,8239 WATERVILLE SWANTON RD.,WATERVILLE,OH,43566,Lucas,"(41.5037455, -83.73883599999999)","8239 WATERVILLE SWANTON RD., WATERVILLE, OH 43566"
20140400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2357,Rite Aid #2357,2229 E. STATE STREET,SALEM,OH,444602580,Columbiana,"(40.900088, -80.8294013)","2229 E. STATE STREET, SALEM, OH 444602580"
20359750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2363,Rite Aid #2363,130 S. DETROIT STREET,KENTON,OH,43326,Hardin,"(40.6463555, -83.60964849999999)","130 S. DETROIT STREET, KENTON, OH 43326"
20523150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2373,Rite Aid #2373,21991 WEST STATE RT. 51,GENOA,OH,43430,Ottawa,"(41.53113279999999, -83.3578593)","21991 WEST STATE RT. 51, GENOA, OH 43430"
20153650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2388,Rite Aid #2388,"3030 MARKET AVENUE, N.E.",CANTON,OH,44714,Stark,"(40.8319161, -81.36549099999999)","3030 MARKET AVENUE, N.E., CANTON, OH 44714"
20366300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2392,Rite Aid #2392,705 W. HIGH AVENUE,NEW PHILADELPHIA,OH,446632057,Tuscarawas,"(40.4924176, -81.4595259)","705 W. HIGH AVENUE, NEW PHILADELPHIA, OH 446632057"
20188600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2393,Rite Aid #2393,2220 S. LOCUST STREET,CANAL FULTON,OH,44614,Stark,"(40.8826513, -81.57203729999999)","2220 S. LOCUST STREET, CANAL FULTON, OH 44614"
20361100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2394,Rite Aid #2394,145 W. MAIN STREET,CRESTLINE,OH,44827,Crawford,"(40.7884569, -82.7376196)","145 W. MAIN STREET, CRESTLINE, OH 44827"
20366400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2397,Rite Aid #2397,419 CLAREMONT AVENUE,ASHLAND,OH,44805,Ashland,"(40.8658058, -82.3188203)","419 CLAREMONT AVENUE, ASHLAND, OH 44805"
20396300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2398,Rite Aid #2398,300 EAST LINCOLN WAY,MINERVA,OH,44657,Stark,"(40.7309189, -81.1015762)","300 EAST LINCOLN WAY, MINERVA, OH 44657"
20153950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2401,Rite Aid #2401,7800 CLEVELAND AVENUE NW,NORTH CANTON,OH,44720,Stark,"(40.8987465, -81.4056223)","7800 CLEVELAND AVENUE NW, NORTH CANTON, OH 44720"
20409450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2403,Rite Aid #2403,875 LEXINGTON AVENUE,MANSFIELD,OH,44907,Richland,"(40.7331228, -82.53367589999999)","875 LEXINGTON AVENUE, MANSFIELD, OH 44907"
20154000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2404,Rite Aid #2404,1895 WEST STATE STREEET,ALLIANCE,OH,44601,Stark,"(40.9023031, -81.1341719)","1895 WEST STATE STREEET, ALLIANCE, OH 44601"
20154100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2408,Rite Aid #2408,613 W. MAIN STREET,LOUISVILLE,OH,44641,Stark,"(40.8372975, -81.2657339)","613 W. MAIN STREET, LOUISVILLE, OH 44641"
20457550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2409,Rite Aid #2409,4042 CLEVELAND AVENUE,CANTON,OH,44707-3624,Stark,"(40.7504159, -81.373702)","4042 CLEVELAND AVENUE, CANTON, OH 44707-3624"
20154300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2413,Rite Aid #2413,2110 WALES AVE NE,MASSILLON,OH,44646,Stark,"(40.8233903, -81.50181839999999)","2110 WALES AVE NE, MASSILLON, OH 44646"
20154350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2414,Rite Aid #2414,735 N. WATER STREET,UHRICHSVILLE,OH,44683,Tuscarawas,"(40.3960332, -81.3469027)","735 N. WATER STREET, UHRICHSVILLE, OH 44683"
20477350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2416,Rite Aid #2416,4 NEWARK ROAD,MOUNT VERNON,OH,43050,Knox,"(40.38528549999999, -82.4851747)","4 NEWARK ROAD, MOUNT VERNON, OH 43050"
20469800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2417,Rite Aid #2417,364 MAIN STREET,CONNEAUT,OH,44030,Ashtabula,"(41.9421526, -80.5596351)","364 MAIN STREET, CONNEAUT, OH 44030"
20499100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2418,Rite Aid #2418,7844 STATE ROUTE 45,LISBON,OH,44432,Columbiana,"(40.7869779, -80.774785)","7844 STATE ROUTE 45, LISBON, OH 44432"
20523350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2419,Rite Aid #2419,510 W. MARION ROAD,MT. GILEAD,OH,433381026,Morrow,"(40.5492443, -82.8450433)","510 W. MARION ROAD, MT. GILEAD, OH 433381026"
20603350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2437,Rite Aid #2437,"8619 WAYNESBURG DR., S.E.",WAYNESBURG,OH,44688,Stark,"(40.6767632, -81.26159249999999)","8619 WAYNESBURG DR., S.E., WAYNESBURG, OH 44688"
20598050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2456,Rite Aid #2456,4053 SOUTH MAIN STREET,AKRON,OH,44319,Summit,"(40.9775014, -81.5220078)","4053 SOUTH MAIN STREET, AKRON, OH 44319"
20965350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #256,Rite Aid #256,1081 MT. VERNON AVENUE,MARION,OH,43302,Marion,"(40.5801995, -83.10118279999999)","1081 MT. VERNON AVENUE, MARION, OH 43302"
20608200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2566,Rite Aid #2566,306 WEST WATER STREET,OAK HARBOR,OH,43449,Ottawa,"(41.5081127, -83.1503778)","306 WEST WATER STREET, OAK HARBOR, OH 43449"
20622950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2583,Rite Aid #2583,1921 S. DEFIANCE ROAD,ARCHBOLD,OH,43502,Fulton,"(41.49554759999999, -84.3077105)","1921 S. DEFIANCE ROAD, ARCHBOLD, OH 43502"
20649250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2640,Rite Aid #2640,5411 SUPERIOR AVENUE,CLEVELAND,OH,441031344,Cuyahoga,"(41.51809129999999, -81.6529132)","5411 SUPERIOR AVENUE, CLEVELAND, OH 441031344"
20635350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2654,Rite Aid #2654,501 WATER STREET,CHARDON,OH,440241146,Geauga,"(41.5803436, -81.2139172)","501 WATER STREET, CHARDON, OH 440241146"
20686000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2795,Rite Aid #2795,148 NORTH MAIN STREET,WOODSFIELD,OH,43793,Monroe,"(39.7643426, -81.1145653)","148 NORTH MAIN STREET, WOODSFIELD, OH 43793"
20418800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3031,Rite Aid #3031,10 WEST NATIONAL ROAD,VANDALIA,OH,45377,Montgomery,"(39.8902846, -84.19942089999999)","10 WEST NATIONAL ROAD, VANDALIA, OH 45377"
20096900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3032,Rite Aid #3032,2148 LAKE AVENUE,ASHTABULA,OH,440043436,Ashtabula,"(41.88286979999999, -80.7987931)","2148 LAKE AVENUE, ASHTABULA, OH 440043436"
20169000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3041,Rite Aid #3041,28600 CHAGRIN BLVD,BEACHWOOD,OH,44122,Cuyahoga,"(41.4618831, -81.47726349999999)","28600 CHAGRIN BLVD, BEACHWOOD, OH 44122"
20095050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3053,Rite Aid #3053,5795 STATE ROAD,PARMA,OH,44134,Cuyahoga,"(41.4054165, -81.70981479999999)","5795 STATE ROAD, PARMA, OH 44134"
20094850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3058,Rite Aid #3058,2020 WEST STATE STREET,FREMONT,OH,43420,Sandusky,"(41.3576842, -83.1372923)","2020 WEST STATE STREET, FREMONT, OH 43420"
20405650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3060,Rite Aid #3060,614 BRADSHAW AVENUE,E. LIVERPOOL,OH,43920,Columbiana,"(40.6203124, -80.5763494)","614 BRADSHAW AVENUE, E. LIVERPOOL, OH 43920"
20096950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3062,Rite Aid #3062,"2154 ELM ROAD, N.E.",WARREN,OH,44483,Trumbull,"(41.2538736, -80.7905384)","2154 ELM ROAD, N.E., WARREN, OH 44483"
20162850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3091,Rite Aid #3091,14701 PEARL RD,STRONGSVILLE,OH,44136-5026,Cuyahoga,"(41.3079902, -81.83447559999999)","14701 PEARL RD, STRONGSVILLE, OH 44136-5026"
20349200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3095,Rite Aid #3095,242 LINCOLN WAY WEST,MASSILLON,OH,44647,Stark,"(40.7965526, -81.52715769999999)","242 LINCOLN WAY WEST, MASSILLON, OH 44647"
20405450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3102,Rite Aid #3102,304 HARDING WAY WEST,GALION,OH,44833,Crawford,"(40.7343909, -82.7936507)","304 HARDING WAY WEST, GALION, OH 44833"
20097050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3109,Rite Aid #3109,"1560 PARKMAN ROAD, N.W.",WARREN,OH,44485,Trumbull,"(41.24494869999999, -80.8422781)","1560 PARKMAN ROAD, N.W., WARREN, OH 44485"
20094200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3123,Rite Aid #3123,307 BOARDMAN-CANFIELD ROAD,YOUNGSTOWN,OH,445124702,Mahoning,"(41.0235943, -80.67296979999999)","307 BOARDMAN-CANFIELD ROAD, YOUNGSTOWN, OH 445124702"
20355450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3134,Rite Aid #3134,3700 NORTH DIXIE DRIVE,DAYTON,OH,454145235,Montgomery,"(39.8007648, -84.19352669999999)","3700 NORTH DIXIE DRIVE, DAYTON, OH 454145235"
20144900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3139,Rite Aid #3139,1320 E. STROOP ROAD,KETTERING,OH,45429,Montgomery,"(39.6882117, -84.14376)","1320 E. STROOP ROAD, KETTERING, OH 45429"
20147800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3143,Rite Aid #3143,1540 CANTON ROAD,AKRON,OH,44312,Summit,"(41.0244546, -81.4215983)","1540 CANTON ROAD, AKRON, OH 44312"
20097150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3146,Rite Aid #3146,693 MCCARTNEY ROAD,YOUNGSTOWN,OH,44505,Mahoning,"(41.0898906, -80.5898112)","693 MCCARTNEY ROAD, YOUNGSTOWN, OH 44505"
20162550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3147,Rite Aid #3147,4914 YOUNGSTOWN-POLAND ROAD,YOUNGSTOWN,OH,44514,Mahoning,"(41.0506241, -80.6163414)","4914 YOUNGSTOWN-POLAND ROAD, YOUNGSTOWN, OH 44514"
20185150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3151,Rite Aid #3151,325 E. WATERLOO ROAD,AKRON,OH,44319-1252,Summit,"(41.0292091, -81.5157187)","325 E. WATERLOO ROAD, AKRON, OH 44319-1252"
