BusinessName,DoingBusinessAs,Public Zip,votes_dem,votes_rep,pct_dem_lead,PopInsured,TotalPop,Life Exp, Median_Income_Dollars , Mean_Income_Dollars ,Public Address Street,LocationCity,LocationState,LocationCounty,Geo,Full Address,ZCTA5,GEOID,LicenseNumber,LicenseType,LicenseTypeSubCategory,LicenseCategoryNumber,LicenseStatus,Census_Tract_Code
CVS/PHARMACY # 6126,,45220,865,88,80.1,"13,712","14,324",," $51,404.00 "," $87,869.00 ",371 LUDLOW AVENUE,CINCINNATI,OH,Hamilton,"(39.1434315, -84.5223628)","371 LUDLOW AVENUE, CINCINNATI, OH 45220",45220,39061-CINCINNATI 15-E,22012650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39061007200
CVS/PHARMACY # 6129,,45211,554,477,7.3,"33,926","36,671",78.5," $54,582.00 "," $70,902.00 ",4110 HARRISON AVENUE,CHEVIOT,OH,Hamilton,"(39.1584218, -84.61894389999999)","4110 HARRISON AVENUE, CHEVIOT, OH 45211",45211,39061-CHEVIOT 4-A,22012700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39061020901
CVS/PHARMACY # 6136,,45005,105,312,-49.3,"29,860","31,722",72.8," $74,239.00 "," $92,716.00 ",150 SOUTH MAIN STREET,FRANKLIN,OH,Warren,"(39.5625086, -84.3019901)","150 SOUTH MAIN STREET, FRANKLIN, OH 45005",45005,39165-FRANKLIN CITY D,22012900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39165032501
CVS/PHARMACY # 6137,,45042,97,250,-43.5,"26,355","28,039",68.6," $66,732.00 "," $86,493.00 ",2424 NORTH VERITY PKWY.,MIDDLETOWN,OH,Butler,"(39.5268624, -84.3813921)","2424 NORTH VERITY PKWY., MIDDLETOWN, OH 45042",45042,39017-MIDDLETOWN CITY 1-06,22012950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39017012200
CVS/PHARMACY # 6138,,45342,324,588,-28.3,"33,709","36,296",78.9," $83,936.00 "," $101,461.00 ",1205 EAST CENTRAL AVENUE,MIAMISBURG,OH,Montgomery,"(39.6413159, -84.26947419999999)","1205 EAST CENTRAL AVENUE, MIAMISBURG, OH 45342",45342,39113-MIAMISBURG 3-A,22012100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39113050401
CVS/PHARMACY # 6139,,45066,360,585,-23.7,"25,575","26,378",," $122,208.00 "," $149,805.00 ",710  NORTH MAIN STREET,SPRINGBORO,OH,Warren,"(39.5754993, -84.2302845)","710  NORTH MAIN STREET, SPRINGBORO, OH 45066",45066,39165-SPRINGBORO CITY 1-A,22012150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39165030901
CVS/PHARMACY # 6141,,45426,763,86,79.2,"12,361","13,417",71.9," $51,538.00 "," $65,224.00 ",1001 EAST MAIN STREET,TROTWOOD,OH,Montgomery,"(39.7979899, -84.29202169999999)","1001 EAST MAIN STREET, TROTWOOD, OH 45426",45426,39113-TROTWOOD 4-A,22012200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39113070600
CVS/PHARMACY # 6145,,45320,167,463,-46.5,"14,606","15,161",76.3," $68,740.00 "," $81,839.00 ",1300 NORTH BARRON STREET,EATON,OH,Preble,"(39.7589233, -84.6353389)","1300 NORTH BARRON STREET, EATON, OH 45320",45320,39135-EATON 7,22012350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39135455002
CVS/PHARMACY # 6149,,43220,514,279,29.2,"27,358","29,617",83.5," $77,090.00 "," $130,588.00 ",1885 WEST HENDERSON ROAD,UPPER ARLINGTON,OH,Franklin,"(40.05442559999999, -83.0697194)","1885 WEST HENDERSON ROAD, UPPER ARLINGTON, OH 43220",43220,39049-UPPER ARLINGTON 6-B,22012500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049006340
CVS/PHARMACY # 6153,,43209,499,148,54,"26,636","28,250",80.2," $88,155.00 "," $142,102.00 ",2532 EAST MAIN STREET,COLUMBUS,OH,Franklin,"(39.95720439999999, -82.93133929999999)","2532 EAST MAIN STREET, COLUMBUS, OH 43209",43209,39049-BEXLEY 3-C,22011600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049009100
CVS/PHARMACY # 6155,,43081,441,204,36.4,"60,904","63,995",83," $90,336.00 "," $110,164.00 ",145 SOUTH STATE STREET,WESTERVILLE,OH,Franklin,"(40.1220453, -82.9304078)","145 SOUTH STATE STREET, WESTERVILLE, OH 43081",43081,39049-WESTERVILLE 5-A,22011650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049007010
CVS/PHARMACY # 6161,,43016,466,216,35.6,"43,504","44,361",80.7," $110,518.00 "," $148,480.00 ",7470 SAWMILL ROAD,DUBLIN,OH,Franklin,"(40.118337, -83.0895949)","7470 SAWMILL ROAD, DUBLIN, OH 43016",43016,39049-COLUMBUS 74-F,22011800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049006384
CVS/PHARMACY # 6162,,43081,433,310,16.2,"32,765","33,724",82," $147,188.00 "," $173,846.00 ",1202 COUNTY LINE ROAD,WESTERVILLE,OH,Franklin,"(40.1325714, -82.88652119999999)","1202 COUNTY LINE ROAD, WESTERVILLE, OH 43081",43082,39041-WESTERVILLE CITY C,22011850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39041011710
CVS/PHARMACY # 6163,,43085,522,307,25.5,"24,847","25,907",," $112,474.00 "," $145,592.00 ",711 PARK ROAD,WORTHINGTON,OH,Franklin,"(40.1257524, -82.9808439)","711 PARK ROAD, WORTHINGTON, OH 43085",43085,39049-COLUMBUS 80-D,22011900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049007048
CVS/PHARMACY # 6167,,44805,112,260,-38.4,"28,017","30,537",76.8," $62,058.00 "," $78,280.00 ",418 EAST MAIN STREET,ASHLAND,OH,Ashland,"(40.8682143, -82.30687160000001)","418 EAST MAIN STREET, ASHLAND, OH 44805",44805,39005-ASHLAND CITY 3-D,22012050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39005970800
CVS/PHARMACY # 6185,,43147,357,308,7.3,"43,757","45,578",81.5," $125,472.00 "," $142,478.00 ",1100 HILL ROAD  NORTH,PICKERINGTON,OH,Fairfield,"(39.9105969, -82.7781105)","1100 HILL ROAD  NORTH, PICKERINGTON, OH 43147",43147,39045-PICKERINGTON CITY J,22010850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39045032800
CVS/PHARMACY #00396,,43023,685,156,61.7,"15,174","15,734",," $136,127.00 "," $191,104.00 ",200 E. BROADWAY,GRANVILLE,OH,Licking,"(40.0682397, -82.5181609)","200 E. BROADWAY, GRANVILLE, OH 43023",43023,39089-GRANVILLE VLG C,21632650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39089757701
CVS/PHARMACY #10209,,44685-7730,325,445,-15.4,"27,642","28,570",," $100,094.00 "," $123,091.00 ",3761 Massillon Rd,Uniontown,OH,Summit,"(40.9595236, -81.4645061)","3761 Massillon Rd, Uniontown, OH 44685-7730",44685,39153-GREEN 2-B,22354300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39153531406
CVS/PHARMACY #10246,,43606,424,196,36,"23,249","24,312",78.3," $60,308.00 "," $88,150.00 ",4121 MONROE STREET,TOLEDO,OH,Lucas,"(41.6799827, -83.6041071)","4121 MONROE STREET, TOLEDO, OH 43606",43606,39095-TOLEDO 12A,22348950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39095006500
CVS/PHARMACY #10248,,43402,177,54,52.1,"29,656","31,012",," $56,245.00 "," $79,631.00 ",212 E. WOOSTER STREET,BOWLING GREEN,OH,Wood,"(41.3744348, -83.6481871)","212 E. WOOSTER STREET, BOWLING GREEN, OH 43402",43402,39173-BOWLING GREEN 3-B,22351700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39173021702
CVS/PHARMACY #10372,,44708,295,262,5.8,"15,360","16,445",72.3," $55,474.00 "," $65,712.00 ",2210 TUSCARAWAS ST. W,CANTON,OH,Stark,"(40.7991974, -81.3982328)","2210 TUSCARAWAS ST. W, CANTON, OH 44708",44706,39151-CANTON CITY 5-D,22444450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39151701300
CVS/PHARMACY #10457,,43560,546,360,20.2,"31,335","32,386",," $104,865.00 "," $153,061.00 ",7510 SYLVANIA AVENUE,SYLVANIA,OH,Lucas,"(41.6890358, -83.7239814)","7510 SYLVANIA AVENUE, SYLVANIA, OH 43560",43560,39095-SYLVANIA CITY 02,22444400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39095008208
CVS/PHARMACY #10893,,44129,429,446,-1.9,"26,084","28,113",80.5," $67,619.00 "," $80,872.00 ",5812 RIDGE ROAD,PARMA,OH,Cuyahoga,"(41.4043705, -81.7351985)","5812 RIDGE ROAD, PARMA, OH 44129",44129,39035-PARMA 2-E,22794950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035177403
CVS/PHARMACY #11155,,43614,435,399,4.3,"27,881","28,850",," $57,253.00 "," $71,184.00 ",2104 S. BYRNE ROAD,TOLEDO,OH,Lucas,"(41.6016579, -83.6262381)","2104 S. BYRNE ROAD, TOLEDO, OH 43614",43614,39095-TOLEDO 07G,22801650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39095007207
CVS/PHARMACY #11213,,45817,211,399,-30.2,"5,460","5,683",82.2," $82,784.00 "," $92,460.00 ",126 N. MAIN STREET,BLUFFTON,OH,Allen,"(40.8938049, -83.89072499999999)","126 N. MAIN STREET, BLUFFTON, OH 45817",45817,39003-BLUFFTON VLG C (0070),22833400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39003010100
CVS/PHARMACY #1223,,43123,216,388,-28.2,"62,867","66,059",74.6," $87,883.00 "," $110,222.00 ",3575 BROADWAY,GROVE CITY,OH,Franklin,"(39.8907177, -83.08693)","3575 BROADWAY, GROVE CITY, OH 43123",43123,39049-GROVE CITY 1-C,21627350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049009600
CVS/PHARMACY #16443,,43212,329,108,49.3,"21,841","22,959",79.7," $74,952.00 "," $127,125.00 ",1717 OLENTANGY RIVER ROAD,COLUMBUS,OH,Franklin,"(39.9937742, -83.02757799999999)","1717 OLENTANGY RIVER ROAD, COLUMBUS, OH 43212",43212,39049-CLINTON C,22570300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049007830
CVS/PHARMACY #16590,,43240,553,283,31.9,"6,928","7,287",80.6," $87,389.00 "," $105,293.00 ",1485 POLARIS PKWY,COLUMBUS,OH,Delaware,"(40.138228, -82.97898219999999)","1485 POLARIS PKWY, COLUMBUS, OH 43240",43240,39041-COLUMBUS CITY G,22570750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39041012400
CVS/PHARMACY #17094,,43214,606,164,56.2,"24,998","26,094",73.8," $92,838.00 "," $120,677.00 ",55 GRACELAND BLVD,COLUMBUS,OH,Franklin,"(40.0650489, -83.0209098)","55 GRACELAND BLVD, COLUMBUS, OH 43214",43214,39049-COLUMBUS 21-C,22571550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049006821
CVS/PHARMACY #17136,,44646,247,287,-7.3,"44,898","47,424",79.2," $66,767.00 "," $86,753.00 ",1980 LINCOLN WAY E,MASSILLON,OH,Stark,"(40.8012071, -81.4975731)","1980 LINCOLN WAY E, MASSILLON, OH 44646",44646,39151-MASSILLON 3-C,22571700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39151714302
CVS/PHARMACY #17158,,43123,380,493,-12.7,"62,867","66,059",," $87,883.00 "," $110,222.00 ",4144 BUCKEYE PKWY,GROVE CITY,OH,Franklin,"(39.8767266, -83.0366411)","4144 BUCKEYE PKWY, GROVE CITY, OH 43123",43123,39049-GROVE CITY 4-C,22572300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049009755
CVS/PHARMACY #17422,,43026,376,225,24.6,"60,703","64,318",," $110,369.00 "," $130,926.00 ",1970 HILLIARD ROME ROAD,HILLIARD,OH,Franklin,"(39.9911233, -83.1489862)","1970 HILLIARD ROME ROAD, HILLIARD, OH 43026",43026,39049-COLUMBUS 76-G,22572200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049007966
CVS/PHARMACY #1756,,43068,517,317,23.6,"53,625","59,263",75.7," $70,451.00 "," $89,644.00 ",8467 EAST MAIN STREET,REYNOLDSBURG,OH,Licking,"(39.9552856, -82.7723974)","8467 EAST MAIN STREET, REYNOLDSBURG, OH 43068",43068,39089-REYNOLDSBURG 3-B,22014750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39089756201
CVS/PHARMACY #2063,,44718,302,479,-22.4,"12,261","12,695",81.3," $86,171.00 "," $134,455.00 ","7292 FULTON DRIVE, N.W.",CANTON,OH,Stark,"(40.8599042, -81.4844719)","7292 FULTON DRIVE, N.W., CANTON, OH 44718",44718,39151-JACKSON 31,22120950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39151711402
CVS/PHARMACY #2342,,45069,260,304,-7.6,"52,596","55,236",84.3," $115,539.00 "," $137,448.00 ",7217 CINCINNATI -DAYTON ROAD,WEST CHESTER,OH,Butler,"(39.3697315, -84.3862506)","7217 CINCINNATI -DAYTON ROAD, WEST CHESTER, OH 45069",45069,39017-WEST CHESTER TWP 09,22015500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39017011125
CVS/PHARMACY #2345,,44870,481,276,26.6,"36,600","38,988",," $58,797.00 "," $75,184.00 ",513 EAST MONROE STREET,SANDUSKY,OH,Erie,"(41.4529176, -82.70162789999999)","513 EAST MONROE STREET, SANDUSKY, OH 44870",44870,39043-SANDUSKY G,22023850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39043040802
CVS/PHARMACY #2381,,43035-9496,550,344,22.5,"6,928","7,287",80.6," $87,389.00 "," $105,293.00 ",9151 S Old State Rd,Lewis Center,OH,Delaware,"(40.1497815, -82.9971862)","9151 S Old State Rd, Lewis Center, OH 43035-9496",43240,39041-COLUMBUS CITY B,22014850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39041012400
CVS/PHARMACY #2385,,44720,278,308,-5,"37,939","39,290",79.5," $81,045.00 "," $109,914.00 ",1339 NORTH MAIN STREET,NORTH CANTON,OH,Stark,"(40.8901433, -81.40646029999999)","1339 NORTH MAIN STREET, NORTH CANTON, OH 44720",44720,39151-NORTH CANTON 1-A,22129950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39151711900
CVS/PHARMACY #2394,,45714,213,534,-42.2,"8,517","9,326",72.9," $57,045.00 "," $69,578.00 ",1013 WASHINGTON BLVD,BELPRE,OH,Washington,"(39.273459, -81.5816205)","1013 WASHINGTON BLVD, BELPRE, OH 45714",45714,39167-BELPRE 1A,22014900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39167020102
CVS/PHARMACY #2405,,43055,285,476,-24.9,"58,237","61,959",," $61,807.00 "," $79,505.00 ",955 NORTH 21ST STREET,NEWARK,OH,Licking,"(40.0742149, -82.42924909999999)","955 NORTH 21ST STREET, NEWARK, OH 43055",43055,39089-NEWARK 5-C,22014950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39089754104
CVS/PHARMACY #2469,,44140,437,244,28.1,"15,558","15,826",79.4," $122,083.00 "," $166,637.00 ",625 DOVER CENTER ROAD,BAY VILLAGE,OH,Cuyahoga,"(41.4776897, -81.920498)","625 DOVER CENTER ROAD, BAY VILLAGE, OH 44140",44140,39035-BAY VLG 2-B,22015000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035130105
CVS/PHARMACY #2486,,44446,460,368,11,"18,815","19,723",76.7," $49,779.00 "," $64,140.00 ",1331 YOUNGSTOWN-WARREN ROAD,NILES,OH,Trumbull,"(41.2055312, -80.7396342)","1331 YOUNGSTOWN-WARREN ROAD, NILES, OH 44446",44446,39155-NILES CITY 2A,22015050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39155932900
CVS/PHARMACY #2518,,43201,472,72,71.9,"31,509","33,840",," $43,451.00 "," $74,220.00 ",2160 NORTH HIGH STREET,COLUMBUS,OH,Franklin,"(40.0063444, -83.00899419999999)","2160 NORTH HIGH STREET, COLUMBUS, OH 43201",43201,39049-COLUMBUS 16-E,22014250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049001000
CVS/PHARMACY #2528,,45419,602,476,11.6,"15,555","16,445",," $85,876.00 "," $131,328.00 ",2801 FAR HILLS AVENUE,OAKWOOD,OH,Montgomery,"(39.7054857, -84.1709288)","2801 FAR HILLS AVENUE, OAKWOOD, OH 45419",45419,39113-OAKWOOD G,22014300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39113010100
CVS/PHARMACY #2540,,43026,595,384,21,"60,703","64,318",," $110,369.00 "," $130,926.00 ",4961 ROBERTS ROAD,HILLIARD,OH,Franklin,"(40.002617, -83.1395033)","4961 ROBERTS ROAD, HILLIARD, OH 43026",43026,39049-COLUMBUS 76-F,22014350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049007965
CVS/PHARMACY #2543,,44406,274,396,-17.9,"21,785","22,282",," $99,542.00 "," $130,123.00 ",601 EAST MAIN STREET,CANFIELD,OH,Mahoning,"(41.0241779, -80.7413148)","601 EAST MAIN STREET, CANFIELD, OH 44406",44406,39099-CANFIELD CITY 02,22014400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39099812102
CVS/PHARMACY #2587,,44070,486,527,-4,"30,433","31,796",77.8," $85,435.00 "," $105,371.00 ",27713 LORAIN ROAD,NORTH OLMSTED,OH,Cuyahoga,"(41.4124569, -81.9289032)","27713 LORAIN ROAD, NORTH OLMSTED, OH 44070",44070,39035-NORTH OLMSTED 3-E,22014450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035174204
CVS/PHARMACY #2588,,44011,499,379,13.5,"24,483","24,785",," $126,618.00 "," $166,499.00 ",36008 DETROIT AVENUE,AVON,OH,Lorain,"(41.460151, -82.0203143)","36008 DETROIT AVENUE, AVON, OH 44011",44011,39093-AVON CITY 2-C,22014500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39093013101
CVS/PHARMACY #2677,,43054,532,538,-0.6,"26,480","27,571",," $139,679.00 "," $216,089.00 ",175 WEST MAIN STREET,NEW ALBANY,OH,Franklin,"(40.0798622, -82.8132004)","175 WEST MAIN STREET, NEW ALBANY, OH 43054",43054,39049-NEW ALBANY C,22014550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049007211
CVS/PHARMACY #2715,,45219,545,119,62.7,"17,961","18,991",63.4," $35,936.00 "," $50,874.00 ",17 WILLIAM H. TAFT ROAD,CINCINNATI,OH,Hamilton,"(39.12761039999999, -84.51087179999999)","17 WILLIAM H. TAFT ROAD, CINCINNATI, OH 45219",45219,39061-CINCINNATI 12-E,22014600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39061003300
CVS/PHARMACY #2735,,43230,664,245,45.5,"56,021","59,082",," $92,271.00 "," $114,367.00 ",4280 MORSE ROAD,COLUMBUS,OH,Franklin,"(40.0570086, -82.88706520000001)","4280 MORSE ROAD, COLUMBUS, OH 43230",43230,39049-COLUMBUS 62-C,22014650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049007202
CVS/PHARMACY #2764,,45236,704,208,53.5,"22,950","24,161",76.3," $81,990.00 "," $102,538.00 ",7314 MONTGOMERY ROAD,CINCINNATI,OH,Hamilton,"(39.193186, -84.39961939999999)","7314 MONTGOMERY ROAD, CINCINNATI, OH 45236",45236,39061-SILVERTON C,22014700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39061023800
CVS/PHARMACY #2840,,45040,251,347,-15.8,"56,495","57,748",," $131,803.00 "," $175,985.00 ",5525 PARKSIDE DRIVE,MASON,OH,Warren,"(39.3581807, -84.28093679999999)","5525 PARKSIDE DRIVE, MASON, OH 45040",45040,39165-MASON CITY M,22018350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39165031905
CVS/PHARMACY #2964,,45039,234,575,-41.4,"27,998","28,868",," $111,774.00 "," $135,375.00 ",6632 S. STATE ROUTE 48,MAINEVILLE,OH,Warren,"(39.338657, -84.2187831)","6632 S. STATE ROUTE 48, MAINEVILLE, OH 45039",45039,39165-HAMILTON TWP H,21319750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39165032205
CVS/PHARMACY #3028,,44142,363,352,1.5,"17,204","18,287",76.7," $67,178.00 "," $77,099.00 ",14372 SNOW ROAD,BROOKPARK,OH,Cuyahoga,"(41.4055822, -81.7942856)","14372 SNOW ROAD, BROOKPARK, OH 44142",44142,39035-BROOK PARK 3-A,20134000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035138109
CVS/PHARMACY #3032,,44143,328,114,47.9,"23,246","23,960",80.5," $75,853.00 "," $108,930.00 ",4961 MONTICELLO BLVD,RICHMOND HEIGHTS,OH,Cuyahoga,"(41.5392711, -81.4983396)","4961 MONTICELLO BLVD, RICHMOND HEIGHTS, OH 44143",44143,39035-RICHMOND HEIGHTS 3-C,20124650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035180102
CVS/PHARMACY #3035,,44017,390,232,24.8,"17,001","17,946",76.3," $72,044.00 "," $90,716.00 ",212 WEST BAGLEY ROAD,BEREA,OH,Cuyahoga,"(41.3735844, -81.86106459999999)","212 WEST BAGLEY ROAD, BEREA, OH 44017",44017,39035-BEREA 1-A,20093800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035134204
CVS/PHARMACY #3041,,44310,305,184,24.2,"20,591","24,203",77.1," $38,912.00 "," $51,538.00 ",235 EAST CUYAHOGA FALLS AVENUE,AKRON,OH,Summit,"(41.1090221, -81.5086281)","235 EAST CUYAHOGA FALLS AVENUE, AKRON, OH 44310",44310,39153-AKRON 02-B,20129350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39153507600
CVS/PHARMACY #3044,,44425,305,387,-11.7,"12,936","13,315",82.3," $62,287.00 "," $84,058.00 ",134 YOUNGSTOWN-HUBBARD RD,HUBBARD,OH,Trumbull,"(41.1560302, -80.5856931)","134 YOUNGSTOWN-HUBBARD RD, HUBBARD, OH 44425",44425,39155-HUBBARD CITY 2C,20393200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39155931602
CVS/PHARMACY #3080,,45424,475,533,-5.7,"46,430","49,291",," $78,566.00 "," $94,824.00 ",4996 BRANDT PIKE,HUBER HEIGHTS,OH,Montgomery,"(39.8249639, -84.12191170000001)","4996 BRANDT PIKE, HUBER HEIGHTS, OH 45424",45424,39113-HUBER HEIGHTS 5-B,21038300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39113090304
CVS/PHARMACY #3092,,44321,444,466,-2.4,"14,920","15,406",81.9," $119,282.00 "," $155,106.00 ",1410 CLEVELAND-MASSILLON ROAD,COPLEY,OH,Summit,"(41.0996403, -81.6452905)","1410 CLEVELAND-MASSILLON ROAD, COPLEY, OH 44321",44321,39153-COPLEY TWP J,22018100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39153533502
CVS/PHARMACY #3169,,44041,109,138,-11.3,"12,711","13,715",76.4," $58,438.00 "," $77,783.00 ",170 EAST MAIN STREET,GENEVA,OH,Ashtabula,"(41.80594019999999, -80.94448919999999)","170 EAST MAIN STREET, GENEVA, OH 44041",44041,39007-GENEVA 5,20806350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39007000802
CVS/PHARMACY #3174,,43055,478,702,-18.7,"58,237","61,959",," $61,807.00 "," $79,505.00 ",1370 WEST MAIN STREET,NEWARK,OH,Licking,"(40.0468149, -82.4526382)","1370 WEST MAIN STREET, NEWARK, OH 43055",43055,39089-NEWARK 3-A,21050550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39089753301
CVS/PHARMACY #3183,,44254,142,372,-44.4,"4,460","4,836",73.7," $64,511.00 "," $74,009.00 ",116 AINSWORTH STREET,LODI,OH,Medina,"(41.032509, -82.01282619999999)","116 AINSWORTH STREET, LODI, OH 44254",44254,39103-LODI VLG A,20828950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39103411002
CVS/PHARMACY #3238,,43206,483,60,77.3,"20,142","22,026",74.7," $74,421.00 "," $105,146.00 ",1500 LOCKBOURNE ROAD,COLUMBUS,OH,Franklin,"(39.9350668, -82.96384979999999)","1500 LOCKBOURNE ROAD, COLUMBUS, OH 43206",43206,39049-COLUMBUS 35-D,20983100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049008710
CVS/PHARMACY #3246,,45238,257,129,32.6,"45,270","48,792",77," $64,672.00 "," $82,390.00 ",4840 GLENWAY AVENUE,CINCINNATI,OH,Hamilton,"(39.1178434, -84.59810139999999)","4840 GLENWAY AVENUE, CINCINNATI, OH 45238",45238,39061-CINCINNATI 25-G,20930450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39061009901
CVS/PHARMACY #3301,,44122,307,41,75.4,"35,336","36,105",," $97,469.00 "," $153,781.00 ",28100 CHAGRIN BLVD,WOODMERE,OH,Cuyahoga,"(41.4618233, -81.47979579999999)","28100 CHAGRIN BLVD, WOODMERE, OH 44122",44122,39035-WOODMERE A,20115950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035197100
